No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date,Target Price,IPO Date,After-Hours Close,After-Hours Change
42,ABR,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,2530,7.95,8.91,0.99,3.35,1.48,6.65,,8.44%,56.30%,2.15,-4.00%,-3.14%,6.50%,8.00%,33.50%,-25.80%,23.00%,142.62,139.83,1.20%,0.37%,43.90%,0.01%,3.88%,3.15,3.30%,20.70%,1.70%,,,5.9,5.9,75.60%,48.70%,40.80%,0.24%,-7.73%,-14.49%,-6.67%,19.64%,-6.88%,1.82,0.48,4.36%,2.32%,-5.96%,-5.44%,-6.42%,-11.19%,5.90%,-17.74%,21.77%,34.26,0.35%,0.06%,2.2,1722.56,0.97,17.06,0.41%,1672221,10/29/2021 8:30:00 AM,21.88,4/07/2004,17.14,0.47%
43,ABSI,Absci Corporation,Healthcare,Biotechnology,USA,612.23,,,,101.06,1.18,2.19,,,,-2.68,-107.20%,45.90%,,9.70%,,-113.20%,150.00%,73.29,42.47,8.40%,0.11%,38.70%,0.34%,13.24%,4.7,,,16.60%,9.9,9.9,0.01,0.03,,,,-7.40%,-20.56%,-56.22%,-78.02%,,-23.66%,,0.77,9.92%,11.99%,-11.51%,-29.95%,-54.70%,-50.36%,7.19%,-80.15%,7.19%,36.86,7.56%,-0.85%,2.8,1196.72,0.44,6.26,6.64%,523808,11/09/2021 8:30,25.75,7/22/2021,6.26,0.00%
44,ABST,Absolute Software Corporation,Technology,Software - Application,Canada,487.66,,1534,,2.87,17.43,6.98,23.11,3.26%,,-0.17,-68.50%,100.00%,-20.80%,,6.30%,-368.40%,53.30%,49.67,40.29,0.62%,0.00%,73.13%,,2.03%,4.16,-2.20%,-26.90%,13.10%,0.7,0.7,15.7,16.01,84.40%,-2.50%,-4.70%,0.13%,-17.17%,-32.00%,-44.01%,-39.27%,-18.49%,0.81,0.3,3.95%,3.70%,-7.59%,-12.49%,-35.30%,-24.06%,6.23%,-63.82%,6.23%,32.32,2.54%,-0.13%,2.2,196.68,0.41,7.67,2.40%,80533,2/08/2022 16:30,,10/27/2008,7.64,-0.42%
45,ABT,Abbott Laboratories,Healthcare,Medical Devices,USA,219682.14,30.89,26.22,2.34,5.19,6.46,22.67,35.04,1.50%,41.90%,4.06,24.50%,-6.35%,7.80%,13.18%,11.10%,70.30%,23.40%,1774.52,1755.41,0.20%,-15.08%,75.40%,0.09%,0.51%,1.5,9.90%,21.50%,9.70%,1.8,1.4,0.51,0.53,56.90%,20.10%,17.10%,-0.38%,-11.22%,-1.85%,3.61%,1.42%,-10.94%,0.75,3.21,3.14%,2.17%,-4.15%,-4.79%,1.72%,-12.10%,5.34%,-12.10%,18.97%,40.79,3.66%,0.41%,2,6000,1.38,125.35,4.08%,8285768,1/26/2022 8:30:00 AM,145.18,3/01/1937,125.4,0.04%
46,ABTX,"Allegiance Bancshares, Inc.",Financial,Banks - Regional,USA,866.86,11.52,15.04,,3.43,1.09,0.95,9.46,1.12%,12.30%,3.72,-10.30%,-26.92%,9.20%,,22.20%,18.60%,5.10%,20.22,18.93,1.00%,0.00%,51.50%,0.02%,1.87%,4.57,1.20%,9.80%,18.80%,,,0.31,0.31,,89.20%,30.10%,-2.24%,-0.53%,10.84%,17.49%,21.80%,1.52%,0.94,1.51,5.53%,3.32%,-2.88%,0.25%,8.04%,-6.73%,10.54%,-6.73%,26.44%,45.42,0.80%,-2.77%,3,77.63,1.34,42.85,-1.99%,103868,1/28/2022 8:30:00 AM,46.88,10/08/2015,42.85,0.00%
47,ABUS,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,358.83,,,,35.18,,2.96,,,,-0.92,65.40%,16.30%,6.20%,,-21.60%,12.60%,120.00%,101.29,93.64,29.70%,-0.47%,26.70%,1.39%,4.19%,0.39,-59.30%,201.80%,122.00%,12.5,12.5,,,,,,-5.60%,-32.71%,-37.84%,-5.95%,-33.07%,-34.96%,2.73,0.22,9.36%,6.91%,-21.97%,-29.52%,-26.08%,-61.08%,4.98%,-61.08%,4.98%,27.98,4.55%,0.00%,2.4,9969.22,0.25,2.53,4.55%,2469064,11/04/2021 8:30,6.3,7/23/2007,2.54,0.40%
48,ABVC,"ABVC BioPharma, Inc.",Healthcare,Biotechnology,USA,79.29,,,,158.57,7.72,20.87,,,,-0.43,-138.60%,,13.40%,,,29.10%,0.00%,26.88,5.95,0.70%,0.00%,0.80%,,1.53%,0.04,-89.80%,-243.20%,-114.20%,2.1,2.1,0.01,0.2,99.10%,,,-9.19%,-31.01%,-3.52%,-50.00%,-51.09%,-27.14%,0.41,0.22,4.93%,6.99%,-22.49%,-24.71%,-34.60%,-42.02%,-1.20%,-91.75%,26.67%,28.75,-2.76%,1.20%,,2162.55,0.02,2.47,-1.59%,34213,,9.5,11/10/2004,2.47,0.00%
49,AC,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,1036.9,10.1,,,54.86,1.09,1.82,,0.44%,4.40%,4.54,-52.30%,,187.70%,,-3.60%,-74.40%,10.50%,22.08,3.05,1.55%,1.89%,72.70%,0.01%,0.63%,3.1,8.10%,11.00%,-2.40%,,,0,0.01,,,,8.70%,2.78%,25.97%,21.62%,39.59%,6.60%,1.17,1.63,4.34%,3.50%,3.84%,7.97%,19.13%,-3.49%,27.09%,-3.49%,51.74%,57.47,0.95%,-0.18%,,6.16,0.49,45.84,0.77%,3026,,,11/09/2015,45.84,0.00%
50,ACA,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,2246.38,31.53,24.16,7.69,1.14,1.14,33.98,159.32,0.44%,13.60%,1.46,-5.90%,9.83%,-4.70%,4.10%,-2.00%,-23.70%,14.10%,48.2,47.91,0.88%,0.00%,93.80%,0.35%,2.13%,4.63,2.40%,3.70%,5.60%,2.1,1.2,0.38,0.39,18.30%,5.50%,3.60%,-4.07%,-13.28%,-13.56%,-16.16%,-17.71%,-12.88%,,2.12,6.42%,4.09%,-9.60%,-12.99%,-16.32%,-22.13%,3.12%,-32.94%,3.12%,35.09,2.02%,0.42%,1.7,220.02,1.06,45.91,2.45%,232668,11/03/2021 16:30,66.43,10/30/2018,45.91,0.00%
51,ACABU,Atlantic Coastal Acquisition Corp. II Unit,Financial,Shell Companies,USA,,,,,,2487.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.45%,,,,,-0.50%,,0.02,0.06%,,-0.46%,-0.46%,-0.46%,-0.90%,-0.40%,-0.90%,-0.40%,,0.00%,-0.40%,,3651.16,0,9.95,-0.40%,17,,,1/14/2022,9.99,0.40%
52,ACAD,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,3606.36,,,,7.6,6.26,6.67,,,,-1.2,-12.00%,11.80%,-1.80%,25.00%,491.50%,83.20%,9.10%,160.66,160.16,0.10%,-7.84%,91.80%,0.52%,4.21%,3.99,-25.70%,-32.70%,-45.80%,7.3,7.1,0,0,95.40%,-40.70%,-40.40%,4.39%,-7.72%,22.09%,2.22%,-53.99%,-5.27%,0.63,1.41,5.47%,5.58%,-1.75%,0.59%,6.45%,-18.68%,19.51%,-58.12%,41.01%,49.09,2.84%,-0.14%,2.6,1692.3,0.71,22.11,2.69%,1201527,11/08/2021 16:30,29.05,5/27/2004,22.11,0.00%
53,ACAHU,Atlantic Coastal Acquisition Corp.,Financial,Shell Companies,USA,,,,,,,,,,,,,,,,,,,,34.5,,,43.57%,,0.00%,0.01,,,,,,,,,,,-0.80%,-0.80%,0.08%,0.61%,,-0.60%,,0.07,0.30%,0.51%,-1.09%,-0.29%,0.08%,-3.68%,0.81%,-3.68%,1.63%,45.17,0.00%,-0.80%,,44.78,0,9.96,-0.80%,75,,,3/04/2021,,
54,ACAQ,Athena Consumer Acquisition Corp.,Financial,Shell Companies,USA,170.95,,,,,3303.33,,,,,,,,,,,,,17.25,,,,13.16%,,,0.09,,,,,,,,,,,0.00%,-0.50%,,,,0.02%,,0.04,0.20%,0.42%,-0.01%,-0.04%,-0.04%,-3.41%,0.61%,-3.41%,0.61%,,0.00%,0.10%,,78.82,0.13,9.91,0.10%,10414,,,12/13/2021,,
55,ACB,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1029.66,,,,4.34,0.38,2.74,,,,-3.3,87.70%,22.40%,-50.40%,,179.40%,92.70%,-11.10%,198.07,197.82,0.04%,0.00%,20.35%,,15.64%,5.23,-22.10%,-28.30%,-27.40%,5.4,4.1,0.18,0.2,-58.00%,,,-12.33%,-28.26%,-43.17%,-44.30%,-64.93%,-27.73%,3.06,0.34,8.29%,7.00%,-23.92%,-33.07%,-45.90%,-53.84%,3.71%,-79.40%,3.71%,25.15,3.44%,-0.26%,3.5,5912.71,1.15,3.91,3.17%,6781338,11/09/2021 16:30,6.62,7/11/2014,3.89,-0.51%
56,ACBI,"Atlantic Capital Bancshares, Inc.",Financial,Banks - Regional,USA,606.9,12.48,14.99,0.69,5.8,1.64,0.71,5.91,,0.00%,2.35,-12.30%,-14.30%,70.00%,18.00%,15.10%,62.20%,10.30%,20.31,19.48,2.70%,-3.75%,92.20%,5.57%,2.42%,3.81,1.30%,13.90%,19.70%,,,0.2,0.2,,99.40%,46.30%,-0.47%,1.70%,7.81%,22.46%,64.28%,2.16%,0.75,1.11,4.91%,3.48%,-4.97%,-0.17%,9.32%,-12.74%,9.95%,-12.74%,65.95%,43.25,-1.04%,0.34%,2,123.82,1.62,29.39,-0.71%,200521,1/24/2022 4:30:00 PM,29.12,11/02/2015,29.39,0.00%
57,ACC,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,7266.21,415.89,79.46,14.07,8.05,2.4,172.59,136.84,3.65%,,0.12,-15.20%,165.98%,-12.80%,29.56%,2.90%,40.70%,12.90%,139.07,138.04,0.10%,-10.35%,96.40%,-0.07%,1.73%,3.22,0.20%,0.60%,2.70%,,,1.25,1.25,50.10%,14.90%,1.90%,-0.56%,-9.42%,-5.13%,2.50%,25.29%,-9.98%,1.03,1.27,4.03%,2.22%,-5.46%,-5.05%,2.18%,-10.82%,3.28%,-10.82%,28.89%,35.11,2.93%,-0.36%,2,740.89,1.72,51.57,2.57%,1277928,10/25/2021 4:30:00 PM,60.38,8/12/2004,51.57,0.00%
58,ACCD,"Accolade, Inc.",Healthcare,Health Information Services,USA,1225.52,,,,4.45,1.54,,,,,-1.67,-57.80%,-11.40%,,-0.90%,,-108.10%,99.20%,64.4,56.93,0.10%,0.00%,73.10%,0.31%,9.66%,5.77,-11.00%,-17.50%,-12.00%,1.7,1.7,0.38,0.38,44.40%,-29.90%,-31.00%,-2.34%,-31.98%,-56.13%,-62.51%,-65.38%,-33.42%,,1.92,13.29%,9.94%,-16.30%,-27.57%,-56.69%,-50.30%,11.61%,-69.06%,11.61%,39.13,9.69%,0.69%,1.4,952.67,1.39,17.55,10.45%,1322243,1/10/2022 16:30,36.58,7/02/2020,16.08,-8.37%
59,ACCO,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,763.92,9.89,5.13,0.99,0.4,0.97,13.15,7.7,3.77%,31.70%,0.8,-39.00%,14.80%,-3.70%,10.00%,1.80%,5.60%,18.60%,95.6,92.71,0.10%,-27.25%,91.50%,0.96%,2.40%,4.45,2.50%,10.40%,5.10%,1.5,0.8,1.38,1.43,30.30%,6.80%,4.10%,-0.38%,-4.22%,-6.47%,-11.07%,-1.73%,-3.75%,2.05,0.26,4.48%,2.95%,-3.52%,-4.21%,-8.99%,-13.11%,4.88%,-18.63%,4.88%,41.43,-0.63%,0.76%,1.6,499.8,1.25,7.95,0.13%,623094,2/15/2022 4:30:00 PM,13.4,8/09/2005,7.95,0.00%
60,ACEL,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,1181.3,52.32,12.93,2.41,1.92,7.21,,25.96,,0.00%,0.24,38.40%,27.62%,,21.74%,,39.50%,43.20%,94,59.82,5.70%,-8.89%,64.60%,0.00%,2.53%,5.71,3.90%,15.90%,-1.70%,3,3,1.89,2,32.90%,6.70%,3.70%,5.61%,-3.67%,5.26%,14.01%,30.94%,-3.15%,1.18,0.47,5.12%,3.68%,0.54%,-0.63%,2.89%,-6.73%,8.43%,-10.54%,34.01%,51.81,3.02%,-0.16%,2.2,264.8,0.74,12.61,2.85%,196182,11/03/2021 16:30,17,8/24/2017,12.61,0.00%
61,ACER,Acer Therapeutics Inc.,Healthcare,Biotechnology,USA,30.02,,,,33.35,13.47,2.11,,,,-1.27,29.40%,-46.60%,37.30%,,,55.60%,,14.31,12.11,0.50%,15.55%,29.40%,0.02%,1.64%,3.32,-52.20%,-305.10%,,0.8,0.8,0,0,,,,-4.72%,-12.17%,-13.30%,-21.09%,-44.66%,-11.40%,1.16,0.15,8.06%,7.14%,-8.33%,-7.59%,-19.94%,-18.88%,20.24%,-62.52%,20.24%,40.65,-0.98%,2.00%,2,59.87,0.71,2.02,1.00%,42491,11/30/2021 4:30:00 PM,11,9/17/2002,2.02,0.00%
62,ACES,ALPS Clean Energy ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.11%,-21.12%,-36.33%,-31.33%,-45.87%,-22.70%,,2.21,5.61%,3.90%,-13.98%,-23.78%,-28.69%,-38.95%,2.35%,-51.25%,2.35%,22.8,2.46%,-0.41%,,95.04,0.56,49.59,2.04%,53104,,,6/29/2018,49.5,-0.18%
63,ACET,"Adicet Bio, Inc.",Healthcare,Biotechnology,USA,475.08,,,,48.98,1.72,2.47,,,,-2.05,70.30%,-9.50%,,29.10%,,84.50%,13.30%,31.88,12.75,1.50%,456.20%,60.90%,15.19%,6.44%,0.68,-22.90%,-27.90%,-33.10%,9.9,9.9,0,0,,,,-2.01%,-27.26%,34.52%,57.97%,-4.96%,-33.16%,2.53,1.17,10.76%,8.47%,-19.79%,-13.11%,9.99%,-36.78%,29.31%,-36.78%,87.04%,37.73,0.43%,0.95%,1.4,1198.87,0.19,11.69,1.39%,228149,,30.86,1/26/2018,11.69,0.00%
64,ACEV,ACE Convergence Acquisition Corp.,Financial,Shell Companies,USA,285.45,474.29,,,,1.39,,,,0.00%,0.02,,,,,,1168.10%,,28.75,18.93,17.70%,0.00%,71.50%,0.91%,2.14%,2.27,0.30%,0.30%,,0,0,0,0,,,,-0.33%,0.00%,0.20%,1.12%,-5.32%,0.00%,,0.02,0.23%,0.20%,-0.12%,0.03%,0.22%,-0.40%,0.71%,-26.22%,1.63%,47.73,0.10%,0.10%,,178.61,0.29,9.96,0.20%,51937,,,9/21/2020,9.96,0.00%
65,ACEVU,ACE Convergence Acquisition Corp.,Financial,Shell Companies,USA,,,,,,,,,,,-0.11,,,,,,1168.10%,,,21.28,,,0.99%,,0.00%,0.14,,,,,,,,,,,-0.98%,-3.75%,-0.39%,-5.93%,0.90%,-1.36%,,0.11,0.16%,0.64%,-1.94%,-2.65%,-8.45%,-7.66%,2.32%,-32.47%,2.32%,37.18,0.00%,0.00%,,0.99,0.03,10.13,0.00%,0,,,7/28/2020,,
66,ACGL,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,17693.21,9.16,10.36,0.17,1.98,1.41,15.55,5.64,,0.00%,4.96,-14.20%,31.98%,19.50%,53.60%,16.30%,-2.20%,-8.70%,389.27,374.84,0.20%,115.55%,,0.09%,0.70%,1.54,4.50%,16.10%,10.10%,,,0.22,0.22,,21.40%,22.50%,0.42%,1.75%,7.94%,16.36%,44.48%,2.09%,0.87,1.11,3.66%,2.40%,-0.27%,3.20%,10.59%,-4.62%,12.77%,-4.62%,45.31%,53,1.41%,-0.07%,,1700.9,1.42,45.38,1.34%,2416903,2/09/2022 16:30,51.58,9/14/1995,45.38,0.00%
67,ACGLN,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,,4.88,,,,0.74,,,4.71%,,4.96,,,,,,0.20%,-9.10%,,338.36,,,,,0.01%,0.46,,,,,,,,,,,-5.58%,-5.28%,-6.74%,-6.06%,,-6.42%,,0.33,2.16%,1.28%,-4.85%,-4.95%,-6.08%,-6.46%,0.12%,-9.57%,0.12%,23.75,-0.66%,0.66%,,48.68,1.73,24.2,0.00%,84000,,51.58,6/03/2021,24.2,0.00%
68,ACH,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,12679.76,15.31,,,0.36,0.95,7.13,5.15,,0.00%,0.82,-24.30%,,25.50%,,8.50%,393.90%,27.10%,680.91,591.77,,,1.70%,0.17%,0.02%,0.85,1.80%,6.40%,3.70%,0.9,0.5,0.97,1.52,9.70%,5.00%,1.60%,-12.50%,-6.87%,-19.08%,-16.67%,64.71%,-8.23%,1.68,0.61,5.21%,3.26%,-10.95%,-7.00%,-16.67%,-20.45%,7.97%,-47.28%,66.45%,36.14,-2.17%,-2.79%,,167.27,1.39,12.6,-4.91%,232699,,14.51,12/11/2001,12.88,2.22%
69,ACHC,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,4727.78,24.52,17.96,3.69,2.39,1.91,24.08,,,,2.13,169.00%,12.43%,-0.60%,6.65%,3.10%,74.70%,-29.50%,88.96,88.74,0.10%,0.00%,,-0.17%,3.16%,6.51,,,5.30%,1.4,1.4,0.58,0.59,,,,-1.38%,-12.47%,-10.40%,-15.25%,3.22%,-13.82%,1.45,2.22,4.62%,3.99%,-6.91%,-9.59%,-14.83%,-20.28%,2.89%,-23.80%,5.38%,38.72,3.16%,-0.28%,2.2,430.18,0.88,52.31,2.87%,378177,10/28/2021 4:30:00 PM,75.77,11/01/2011,52.31,0.00%
70,ACHL,Achilles Therapeutics plc,Healthcare,Biotechnology,United Kingdom,147.02,,,,,0.46,0.52,,,,-1.45,-137.30%,39.70%,,3.20%,,-67.40%,,38.26,21.4,,,47.90%,0.13%,0.32%,0.5,-20.10%,-22.40%,,19.4,19.4,0,0,,,,-9.93%,-28.68%,-41.92%,-37.74%,,-27.54%,,0.36,8.96%,8.41%,-15.93%,-22.95%,-54.81%,-36.65%,5.83%,-80.84%,5.83%,32.53,0.28%,1.97%,1.8,135.68,0.19,3.63,2.25%,25879,,19.5,3/31/2021,3.63,0.00%
71,ACHR,Archer Aviation Inc.,Industrials,Aerospace & Defense,USA,726.12,,,,,0.93,0.91,,,,-1.48,,-29.60%,,,,,,236.89,109.03,18.30%,2.18%,26.60%,7.57%,4.29%,1.95,-53.20%,-59.00%,,26.9,26.9,0.02,0.03,,,,-15.02%,-56.19%,-49.82%,-71.50%,-72.63%,-53.15%,,0.38,10.08%,8.91%,-34.37%,-49.56%,-65.91%,-63.76%,-0.35%,-84.78%,-0.35%,20.01,-2.75%,1.39%,2.3,2399.18,1.28,2.83,-1.39%,3077270,11/11/2021 16:30,11.5,12/18/2020,2.76,-2.47%
72,ACHV,"Achieve Life Sciences, Inc.",Healthcare,Biotechnology,Canada,65.78,,,,,1.86,1.98,,,,-4.65,86.40%,26.00%,,15.00%,,38.10%,,9.45,8.62,0.10%,0.00%,25.50%,,4.92%,7.25,-78.10%,-86.00%,,11.3,11.3,0,0,,,,-13.03%,-9.92%,-17.75%,-6.84%,-44.18%,-12.47%,1.18,0.49,8.13%,6.43%,-14.10%,-10.30%,-17.35%,-20.91%,3.97%,-57.70%,3.97%,32.82,-2.71%,2.04%,1.7,58.46,1.12,6.81,-0.73%,65406,11/09/2021 16:30,31.5,10/12/1995,6.81,0.00%
73,ACI,"Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,USA,12934.99,15.57,9.92,,0.18,5.41,4.86,7.48,1.79%,10.00%,1.73,-11.70%,-7.01%,23.00%,-6.66%,3.50%,182.20%,8.60%,466,253.96,0.50%,0.00%,57.00%,0.75%,3.60%,4.75,3.80%,56.00%,13.00%,1.1,0.5,3.43,3.46,28.90%,2.20%,1.50%,-5.06%,-10.65%,-10.65%,24.31%,54.58%,-11.06%,,1.22,4.02%,4.36%,-9.00%,-14.66%,1.44%,-29.06%,0.79%,-29.06%,68.13%,35.51,-0.85%,-1.38%,2.6,1927.02,0.7,26.85,-2.22%,1340232,1/11/2022 8:30,33.56,6/26/2020,26.84,-0.04%
74,ACII,Atlas Crest Investment Corp. II,Financial,Shell Companies,USA,419.08,,,,,,1396.95,,,,,,,,,,,,43.12,25.88,,,69.30%,-0.11%,0.01%,0.04,,,,4.9,4.9,,,,,,-0.13%,-0.21%,-0.51%,0.10%,,-0.21%,,0.03,0.41%,0.33%,-0.26%,-0.42%,-0.54%,-1.02%,0.41%,-6.36%,2.64%,41.57,-0.10%,-0.15%,,87.96,0.11,9.71,-0.26%,9616,,,3/29/2021,,
75,ACIO,Aptus Collared Income Opportunity ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42%,-4.91%,-1.36%,1.00%,14.81%,-4.45%,,0.49,1.95%,1.34%,-2.08%,-2.43%,1.06%,-8.14%,2.36%,-8.14%,16.05%,40.4,0.74%,0.00%,,59.89,0.5,31.17,0.74%,30154,,,7/10/2019,,
76,ACIU,AC Immune SA,Healthcare,Biotechnology,Switzerland,316.52,,67.3,,316.52,1.58,1.54,,,,-1.07,-234.80%,114.30%,-33.80%,,-17.00%,17.30%,,72.89,29.89,60.54%,0.00%,28.40%,6.16%,1.88%,1.32,-32.30%,-36.00%,-28.10%,13.7,13.7,0.01,0.01,,,,-2.30%,-15.54%,-35.85%,-41.76%,-29.10%,-14.34%,0.84,0.21,5.10%,4.45%,-9.53%,-14.76%,-34.06%,-27.52%,3.41%,-66.38%,3.41%,33.36,4.18%,-0.97%,1.3,424.64,0.26,4.24,3.16%,112084,11/08/2021 8:30,14.5,9/23/2016,4.24,0.00%
77,ACIW,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,4026.3,47.92,26.53,3.99,3.12,3.38,28.45,14.62,,0.00%,0.72,8.80%,15.11%,-3.10%,12.00%,4.40%,-13.80%,0.30%,117.51,116.26,0.50%,-3.39%,98.40%,0.08%,1.91%,2.55,2.60%,7.20%,5.00%,1.3,1.3,0.86,0.9,51.40%,11.50%,6.60%,3.25%,-2.25%,10.87%,0.17%,-10.50%,-0.98%,1.1,1.32,6.24%,3.73%,0.81%,3.55%,-0.32%,-4.21%,21.03%,-20.51%,21.03%,54.77,6.81%,-0.40%,1.6,870.57,1.17,34.36,6.38%,1021879,11/04/2021 8:30,40.67,2/24/1995,34.36,0.00%
78,ACKIT,Ackrell SPAC Partners I Co.,Financial,Shell Companies,USA,,,,,,,,,,,,,,,,,,,,,,,9.62%,,,0.21,,,,,,,,,,,0.19%,0.39%,1.19%,1.59%,,0.39%,,0.01,0.08%,0.12%,0.21%,0.43%,1.46%,-0.01%,0.88%,-2.79%,3.14%,63.88,0.09%,-0.10%,,56.6,0.27,10.15,-0.01%,15491,,,2/04/2021,,
79,ACKIU,Ackrell SPAC Partners I Co.,Financial,Shell Companies,USA,331.6,,,,,1.35,1658.02,,,,-0.04,,,,,,,,18.17,,3.29%,0.00%,13.80%,,,0,-0.40%,-0.40%,,0.6,0.6,0,0,,,,-0.10%,-0.35%,1.37%,0.88%,,-0.10%,,0.04,0.15%,0.32%,-0.28%,-0.26%,0.48%,-1.82%,27.03%,-6.00%,27.03%,46.95,0.00%,0.00%,,12.56,0,10.34,0.00%,25,,,12/21/2020,,
80,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,1999.61,26.12,16.15,1.31,3.45,3.87,7.38,20.3,,0.00%,2.26,190.80%,36.73%,24.70%,20.00%,9.50%,155.80%,60.10%,33.54,32.69,2.40%,-6.59%,89.30%,-0.17%,2.44%,1.77,11.80%,15.70%,9.80%,4.2,2.7,0.09,0.09,43.20%,16.40%,13.40%,-1.50%,-19.45%,9.45%,53.28%,72.58%,-20.75%,1.58,4.35,8.55%,6.89%,-12.12%,-10.44%,18.52%,-23.85%,5.80%,-23.85%,77.13%,40.93,4.38%,-1.20%,1.8,451.06,1.15,59.09,3.12%,517325,11/03/2021 16:30,79.33,7/11/2000,59.09,0.00%
81,ACM,AECOM,Industrials,Engineering & Construction,USA,9908.62,34.67,17.69,2,0.74,3.62,8.06,17.43,0.88%,0.00%,1.97,83.70%,15.23%,26.20%,17.31%,-5.20%,,-6.00%,143.81,140.44,0.30%,-12.04%,88.50%,-0.13%,1.46%,2.47,1.40%,6.20%,11.00%,1.1,1.1,0.8,0.82,6.00%,4.70%,1.30%,-1.43%,-11.39%,-1.02%,8.42%,36.25%,-11.75%,1.49,2.19,4.50%,2.91%,-6.75%,-6.77%,1.86%,-13.18%,2.88%,-13.18%,38.35%,36.77,2.48%,-0.19%,1.6,829.71,0.69,68.26,2.28%,574168,11/15/2021 8:30:00 AM,86.67,5/10/2007,68.26,0.00%
82,ACMR,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,1550.38,52.23,34.42,1.22,7.38,8.32,16.29,,,0.00%,1.42,-10.20%,27.10%,34.30%,42.74%,38.10%,15.10%,40.50%,19.42,13.36,0.10%,-94.65%,57.20%,,8.69%,4.25,7.70%,19.70%,12.80%,1.9,1,0.13,0.24,42.40%,11.90%,14.60%,0.67%,-8.06%,-29.99%,-20.19%,-17.66%,-13.09%,0.62,5.52,8.06%,7.54%,-8.60%,-9.40%,-16.77%,-33.17%,7.44%,-48.82%,21.81%,42.49,3.78%,0.53%,1.8,273.16,0.84,74.11,4.34%,229046,11/04/2021 16:30,132.07,11/03/2017,74.11,0.00%
83,ACN,Accenture plc,Technology,Information Technology Services,Ireland,230456.92,35.66,29.11,2.9,4.29,10.65,40.83,46.6,1.13%,36.90%,9.61,16.00%,11.61%,7.30%,12.28%,7.70%,19.70%,27.20%,632.28,631.24,0.10%,-9.29%,73.80%,0.15%,0.51%,1.26,14.70%,32.00%,29.90%,1.2,1.2,0,0,32.30%,15.20%,11.50%,2.15%,-17.47%,-3.78%,7.92%,41.72%,-17.30%,1.23,11.72,4.64%,3.22%,-6.50%,-8.22%,3.68%,-17.85%,7.44%,-17.85%,41.83%,37.7,2.68%,0.16%,,2544.78,0.97,342.85,2.85%,2457393,12/16/2021 8:30:00 AM,431.79,7/19/2001,343.91,0.31%
84,ACNB,ACNB Corporation,Financial,Banks - Regional,USA,286.13,9.38,,,3.53,1.06,0.39,9.14,3.18%,28.70%,3.49,-36.60%,,3.10%,,16.70%,8.40%,-8.50%,8.72,8.38,2.50%,-1.57%,22.00%,0.31%,0.45%,2.7,1.10%,11.60%,23.10%,,,0,0,,88.60%,37.50%,-3.34%,3.74%,18.01%,17.08%,30.63%,4.54%,0.05,1,3.72%,2.99%,-1.37%,5.99%,13.49%,-6.57%,16.58%,-6.57%,32.11%,52.53,2.19%,-0.47%,,13.85,0.95,32.7,1.71%,13185,1/28/2022 4:30:00 PM,,4/04/1994,32.7,0.00%
